input_line,query_name,query_birth,query_death,query_state,chosen_memorial_url,chosen_memorial_id,parsed_name,parsed_birth,parsed_death,parsed_place,parsed_bio_snippet,match_score
Licata,Licata,,,,,,,,,,,0.000
Officer Jeffery A. Kocab,Jeffery A Kocab,,,,,,,,,,,0.000
David L. Curtis,David L Curtis,,,,https://www.findagrave.com/memorial/102064844/david-curtis,102064844,David Curtis (1970-2006) - Find a Grave Memorial,19,20,"Burial Pine Hill Cemetery Middletown , Orange County , New York , USA Add to Map Memorial ID 102064844 102064844",,0.274
Pepin,Pepin,,,,,,,,,,,0.000
Stevie LaDue Giving Hope,Stevie LaDue Giving Hope,,,,,,,,,,,0.000
Sun City Center,Sun City Center,,,,,,,,,,,0.000
Trooper Kenneth E. Flynt,Kenneth E Flynt,,,,https://www.findagrave.com/memorial/158060410/kenneth-edward-flynt,158060410,Kenneth Edward Flynt (1923-2004) - Find a Grave...,19,20,"Burial Jilson Powers Cemetery Magoffin County , Kentucky , USA Add to Map Memorial ID 158060410 158060410",,0.342
Veterans,Veterans,,,,,,,,,,,0.000
W. Howard Frankland,W Howard Frankland,,,,,,,,,,,0.000
W. T. Williams,W T Williams,,,,,,W Williams (unknown-1917) - Find a Grave Memorial,19,,"Burial Kirk Patrick Holy Trinity Churchyard Patrick , Glenfaba , Isle of Man Add to Map Memorial ID 126264618 126264618",,0.232
Deputy John C. Mecklenburg,Deputy John C Mecklenburg,,,,,,,,,,,0.000
Nature Coast,Nature Coast,,,,,,,,,,,0.000
Paul S. Buchman,Paul S Buchman,,,,,,,,,,,0.000
Agent John Van Waters,Agent John Van Waters,,,,https://www.findagrave.com/memorial/11152760/a-waters,11152760,Gunner A Waters (unknown-1917) - Find a Grave...,19,,"Burial Perth Cemetery China Wall Zillebeke , Arrondissement Ieper , West Flanders , Belgium Add to Map Plot II",,0.320
Captain Charles 'Bo' Harrison,Charles 'Bo' Harrison,,,,,,,,,,,0.000
Constable Arthur Fleece Crenshaw,Constable Arthur Fleece Crenshaw,,,,,,,,,,,0.000
Darce Taylor Crist,Darce Taylor Crist,,,,,,D. F. Crist (1850-1913) - Find a Grave Memorial,18,19,"Burial Haynes Cemetery Breckinridge County , Kentucky , USA Add to Map Memorial ID 67644081 67644081",,0.179
Darce Taylor Crist,Darce Taylor Crist,,,,,,,,,,,0.000
Father Felix Ullrich,Father Felix Ullrich,,,,,,,,,,,0.000
John Van Waters,John Van Waters,,,,https://www.findagrave.com/memorial/286880657/john-waters,286880657,John Waters (1732-1787) - Find a Grave Memorial,,,"Burial Albany Rural Cemetery Albany County , New York , USA Show Map GPS-Latitude",,0.251
Purple Heart,Purple Heart,,,,,,,,,,,0.000
Schrader,Schrader,,,,,,,,,,,0.000
State Trooper James Crooks,State Trooper James Crooks,,,,,,S Lynne Crooks (1943-unknown) - Find a Grave...,19,,"Burial Golden Cemetery Golden , Jefferson County , Colorado , USA Show Map GPS-Latitude",,0.180
Bob Graham/Sunshine Skyway,Bob Graham/Sunshine Skyway,,,,,,,,,,,0.000
Command Sergeant Major Gary Lee Littrell,Command Sergeant Major Gary Lee Littrell,,,,,,,,,,,0.000
Corey,Corey,,,,,,,,,,,0.000
Dr. Edward Cole,Edward Cole,,,,https://www.findagrave.com/memorial/206704051/edward-cole,206704051,Edward Cole (1942-2020) - Find a Grave Memorial,19,20,"Burial Henderson Cemetery Pangburn , White County , Arkansas , USA Show Map GPS-Latitude",,0.270
Eisenhower,Eisenhower,,,,,,,,,,,0.000
Madeira Beach Causeway and Madeira Beach,Madeira Beach Causeway and Madeira Beach,,,,,,,,,,,0.000
"Officer Charles 'Charlie K' Kondek, Jr.,",Charles 'Charlie K' Kondek Jr,,,,,,,,,,,0.000
P.E. 'Gene' Carpenter,PE 'Gene' Carpenter,,,,https://www.findagrave.com/memorial/169070070/peanut-carpenter,169070070,Peanut Carpenter (2001-2016) - Find a Grave...,20,20,"Burial Cremated, Other Memorial ID 169070070 169070070",,0.307
Sgt. Thomas J. Baitinger,Thomas J Baitinger,,,,,,,,,,,0.000
Officer Jeffrey A. Yaslowitz,Jeffrey A Yaslowitz,,,,,,,,,,,0.000
Officer David S. Crawford,David S Crawford,,,,https://www.findagrave.com/memorial/23759522/david-crawford,23759522,David Crawford (1829-1915) - Find a Grave Memorial,18,19,"Burial Washington Colony Cemetery Fresno , Fresno County , California , USA Add to Map Memorial ID 23759522 23759522",,0.298
St. Petersburg/William C. Cramer,St Petersburg/William C Cramer,,,,,,,,,,,0.000
Tom Stuart,Tom Stuart,,,,,,Tom Stuart (unknown-1900) - Find a Grave Memorial,19,,"Burial Burnley Cemetery Burnley , Burnley Borough , Lancashire , England Add to Map Plot A8688 Memorial ID 259647388 259647388",,0.241
"William Ennels Dean, Jr.,",William Ennels Dean Jr,,,,,,,,,,,0.000
Barkett,Barkett,,,,,,,,,,,0.000
Nick Capitano,Nick Capitano,,,,https://www.findagrave.com/memorial/60645499/nick-p-capitano,60645499,Nick P. Capitano (1909-1977) - Find a Grave...,19,19,"Burial Garden of Memories Cemetery Tampa , Hillsborough County , Florida , USA Show Map GPS-Latitude",,0.488
Officer Jesse Madsen,Jesse Madsen,,,,,,,,,,,0.000
Sergeant Brian LaVigne,Brian LaVigne,,,,,,,,,,,0.000
Deputy Michael J. Magli,Deputy Michael J Magli,,,,,,,,,,,0.000
"Dr. Martin Luther King, Jr.",Martin Luther King Jr,,,,,,,,,,,0.000
"Sgt. George Lee Taylor, Sr.",George Lee Taylor Sr,,,,,,,,,,,0.000
Pio Ieraci,Pio Ieraci,,,,,,,,,,,0.000
Veterans Honor,Veterans Honor,,,,,,,,,,,0.000
Warren Alvarez,Warren Alvarez,,,,,,,,,,,0.000
Pensacola Police Fallen Heroes,Pensacola Police Fallen Heroes,,,,,,,,,,,0.000
Staff Sergeant Keon Clyde Sands,Keon Clyde Sands,,,,,,,,,,,0.000
Maximino Capdevila,Maximino Capdevila,,,,https://www.findagrave.com/memorial/6456016/herbert-williams,6456016,Herbert J Williams (1887-1963) - Find a Grave...,18,19,Cemetery Memorial Photos 2 Flowers 323 Photo added by Collins Crapo Add Photos Request Photo Adding photos to this memorial is not allowed,,0.284
Virginia Creighton,Virginia Creighton,,,,,,,,,,,0.000
Sergeant First Class Michael C. Aten,First Class Michael C Aten,,,,,,,,,,,0.000
Coach Guy Thomas,Coach Guy Thomas,,,,https://www.findagrave.com/memorial/243298792/coach-thomas,243298792,Coach Thomas Jr. (1953-2022) - Find a Grave...,19,20,"Burial National Memorial Cemetery at Quantico Quantico , Prince William County , Virginia , USA Add to Map Plot Section 9A Site 723 Memorial ID 243298792 243298792",,0.294
98 Points of Light,98 Points of Light,,,,,,,,,,,0.000
Anthony Reznik,Anthony Reznik,,,,,,,,,,,0.000
Arturo Diaz Artiles Plaza,Arturo Diaz Artiles Plaza,,,,https://www.findagrave.com/memorial/217267520/arturo-edmundo-plaza_su%C3%B1er,217267520,Arturo Edmundo Plaza Suñer (unknown-2000) - Find a...,20,,"Burial Cementerio General de Santiago Santiago , Provincia de Santiago , Santiago Metropolitan , Chile Add to Map Plot P",,0.260
Bellas Artes,Bellas Artes,,,,,,,,,,,0.000
Oswaldo Payá,Oswaldo Payá,,,,,,,,,,,0.000
Soul of Miami,Soul of Miami,,,,,,,,,,,0.000
Cheryl H. Cates,Cheryl H Cates,,,,,,,,,,,0.000
Purple Heart,Purple Heart,,,,,,,,,,,0.000
Austin D. Gayne,Austin D Gayne,,,,,,,,,,,0.000
Deputy Sheriff Donta Manuel,Deputy Sheriff Donta Manuel,,,,,,,,,,,0.000
Deputy Sheriff Jonathan Wallace,Deputy Sheriff Jonathan Wallace,,,,,,D Wallace (1871-1942) - Find a Grave Memorial,18,19,"Burial Friendship Cemetery Chapelville , Lee County , Mississippi , USA Add to Map Memorial ID 37773850 37773850",,0.165
Ira Mae Wells-Bruce,Ira Mae Wells-Bruce,,,,,,,,,,,0.000
"Reverend Murray Hamilton, Sr.",Murray Hamilton Sr,,,,,,M. Srebrzyńska - Find a Grave Memorial,,,Burial Cmentarz Parafialny w,,0.098
Private Tillman R. Clark,Tillman R Clark,,,,,,,,,,,0.000
"Deputy William Gentry, Jr.",Deputy William Gentry Jr,,,,,,,,,,,0.000
Michael Moskowitz,Michael Moskowitz,,,,https://www.findagrave.com/memorial/270411979/michael-moskowitz,270411979,Michael Moskowitz (unknown-2009) - Find a Grave...,20,,"Burial Pardes Shalom Cemetery Vaughan , York Regional Municipality , Ontario , Canada Show Map GPS-Latitude",,0.375
United Spanish War Veterans,United Spanish War Veterans,,,,,,,,,,,0.000
General Bill Lundy,Bill Lundy,,,,,,,,,,,0.000
P. J. Langford,P J Langford,,,,https://www.findagrave.com/memorial/127324434/palo-alto-langford,127324434,Palo Alto Langford (1847-1921) - Find a Grave...,18,19,"Burial Gallatin City Cemetery Gallatin , Sumner County , Tennessee , USA Add to Map Memorial ID 127324434 127324434",,0.275
Nott Circle Roundabout,Nott Circle Roundabout,,,,,,,,,,,0.000
First Coast,First Coast,,,,,,,,,,,0.000
Georgia‐Florida Military,Georgia‐Florida Military,,,,,,,,,,,0.000
Hays Lewis,Hays Lewis,,,,https://www.findagrave.com/memorial/33353366/hays-lewis,33353366,Hays Lewis (1901-1920) - Find a Grave Memorial,19,19,Burial W,,0.255
Backwood,Backwood,,,,,,,,,,,0.000
Buccaneer,Buccaneer,,,,,,,,,,,0.000
Pierce Snowden,Pierce Snowden,,,,,,CDR Richard Alan Monteith (1946-2000) - Find a...,19,20,"Burial Colonial Grove Memorial Park Virginia Beach , City of Virginia Beach , Virginia , USA Show Map GPS-Latitude",,0.118
Marjorie Merriweather Post,Marjorie Merriweather Post,,,,,,,,,,,0.000
Old Cutler Road State,Old Cutler Road State,,,,,,,,,,,0.000
Atlantic Beach,Atlantic Beach,,,,,,,,,,,0.000
Kenneth C. Mock,Kenneth C Mock,,,,https://www.findagrave.com/memorial/131526929/kenneth-berle-mock,131526929,Kenneth Berle Mock (1909-1989) - Find a Grave...,19,19,"Burial Oakridge Cemetery Goshen , Elkhart County , Indiana , USA Add to Map Memorial ID 131526929 131526929",,0.313
Peninsular Key,Peninsular Key,,,,,,,,,,,0.000
George Crady,George Crady,,,,,,,,,,,0.000
Chase Coyner,Chase Coyner,,,,,,,,,,,0.000
Matthew Powers,Matthew Powers,,,,,,,,,,,0.000
Deputy Sheriff Morris Fish,Deputy Sheriff Morris Fish,,,,,,Mrs D E Smith Fish (1857-1927) - Find a Grave...,18,19,"Burial West View Cemetery Ticonderoga , Essex County , New York , USA Add to Map Memorial ID 124684724 124684724",,0.197
Christa McAuliffe,Christa McAuliffe,,,,,,,,,,,0.000
Deputy Sheriff Barbara Ann Pill,Deputy Sheriff Barbara Ann Pill,,,,,,,,,,,0.000
Kyle Lee Patterson,Kyle Lee Patterson,,,,https://www.findagrave.com/memorial/280648240/kyle-aaron-patterson,280648240,Kyle Aaron Patterson (2001-2025) - Find a Grave...,20,20,"Burial Saint Munchin Cemetery Cameron , Clinton County , Missouri , USA Add to Map Memorial ID 280648240 280648240",,0.325
Archbishop Edward A. McCarthy High School,Archbishop Edward A McCarthy High School,,,,,,,,,,,0.000
Coach Gwendolyn Maxwell Bridge to Ribault,Coach Gwendolyn Maxwell Bridge to Ribault,,,,,,,,,,,0.000
Officer Christopher Michael Kane,Christopher Michael Kane,,,,,,,,,,,0.000
Officer Scott Eric Bell,Scott Eric Bell,,,,,,Scott Bell (1905-1978) - Find a Grave Memorial,19,19,"Burial Perris Valley Cemetery Perris , Riverside County , California , USA Add to Map Plot Sec",,0.232
"Lewis Bear, Jr.,",Lewis Bear Jr,,,,,,,,,,,0.000
Senior Inspector Rita Jane Hall,Senior Inspector Rita Jane Hall,,,,,,,,,,,0.000
Mama Elsa,Mama Elsa,,,,,,Sapper M Elsas (unknown-1945) - Find a Grave...,19,,"Burial Padua War Cemetery Padua , Provincia di Padova , Veneto , Italy Add to Map Plot III",,0.163
Deputy Sheriff Eugene 'Stetson' Gregory,Deputy Sheriff Eugene 'Stetson' Gregory,,,,,,,,,,,0.000
SSgt. Carl Philippe Enis,SSgt Carl Philippe Enis,,,,,,,,,,,0.000
Corporal James McWhorter,James McWhorter,,,,,,,,,,,0.000
Officer Kevin Valencia,Kevin Valencia,,,,https://www.findagrave.com/memorial/117647213/kevin-valencia,117647213,Kevin Valencia (1997-1997) - Find a Grave Memorial,19,19,"Burial Good Shepherd Cemetery Huntington Beach , Orange County , California , USA Add to Map Plot Section F, Lot 1112, Grave 6 Memorial ID 117647213 117647213",,0.308
Lois D. Martin,Lois D Martin,,,,,,,,,,,0.000
Deputy Sheriff Michael Hartwick,Deputy Sheriff Michael Hartwick,,,,,,,,,,,0.000
SPC Zachary L. Shannon,Zachary L Shannon,,,,,,,,,,,0.000
Sgt. Maj. Thomas Richard ‘Ric’ Landreth,Maj Thomas Richard ‘Ric’ Landreth,,,,,,,,,,,0.000
Michael Scott Williams,Michael Scott Williams,,,,https://www.findagrave.com/memorial/157904410/michael-williams,157904410,Michael Williams (1873-1947) - Find a Grave...,18,19,"Burials Name Michael Williams Gender Male Burial Date 16 Aug 1947 Burial Place Cranston, R",,0.347
Rush Limbaugh,Rush Limbaugh,,,,,,,,,,,0.000
